latency,FF,LUT,solution
195,2077,2681,sol_4_1_1_1_1_1_1_1_0_1_0_
379,1159,1348,sol_1_1_2_1_1_2_2_1_0_0_0_
234,4343,5813,sol_16_0_1_1_1_2_2_1_0_1_0_
269,2241,2854,sol_4_0_1_1_2_2_1_2_0_1_0_
386,1828,2216,sol_1_1_2_1_1_1_2_2_0_1_1_
247,3018,4013,sol_8_0_2_2_2_2_2_2_0_1_0_
473,1285,1556,sol_2_0_2_2_2_2_2_1_0_0_0_
194,2353,2941,sol_2_1_2_2_2_1_2_1_0_1_2_
196,1012,1221,sol_1_1_1_1_2_2_1_1_0_0_0_
384,4670,6449,sol_16_1_1_2_1_1_1_2_0_1_1_
578,2598,3821,sol_8_1_1_2_1_2_1_2_0_0_0_
578,1177,1399,sol_1_1_1_1_2_1_1_2_0_0_0_
58,4258,5447,sol_16_0_2_2_1_2_1_1_0_1_1_
234,4549,5875,sol_16_1_1_2_1_2_2_2_0_1_0_
609,2479,2989,sol_1_0_2_2_2_2_1_2_0_1_2_
199,2892,3873,sol_8_0_2_1_1_1_1_1_0_0_1_
379,2442,3417,sol_8_1_1_2_2_1_2_1_0_0_0_
235,4569,6064,sol_16_1_1_2_1_2_2_1_0_0_1_
234,4343,5813,sol_16_0_2_1_2_2_2_1_0_1_0_
386,1900,2370,sol_2_1_2_1_1_2_1_2_0_1_1_
625,2045,2478,sol_1_0_1_1_1_2_2_2_0_1_0_
457,2651,3301,sol_2_0_1_2_1_1_2_2_0_1_2_
236,3122,4146,sol_8_1_2_1_2_2_2_2_0_0_1_
578,1765,2379,sol_4_1_2_1_1_2_1_2_0_0_0_
61,5014,6201,sol_16_1_1_1_1_2_2_2_0_1_2_
389,2386,2992,sol_4_0_2_1_2_1_2_2_0_1_1_
386,1925,2387,sol_2_1_1_2_1_1_1_2_0_1_1_
225,1821,2258,sol_2_0_1_1_2_2_2_1_0_1_1_
58,4136,5407,sol_16_1_2_1_2_2_1_1_0_1_0_
217,2802,3536,sol_4_0_1_2_2_2_1_2_0_1_2_
585,1486,1762,sol_2_0_1_1_2_1_2_2_0_0_0_
194,3536,4645,sol_8_1_1_2_2_2_2_1_0_1_2_
241,1010,1218,sol_1_0_1_1_1_2_1_1_0_0_0_
384,4670,6449,sol_16_0_2_1_2_1_1_2_0_1_1_
578,2594,3767,sol_8_1_2_2_2_1_1_2_0_0_0_
457,1960,2485,sol_2_0_1_2_1_1_2_1_0_0_1_
194,3442,4581,sol_8_1_2_1_1_2_1_1_0_1_2_
58,5012,6209,sol_16_1_1_1_1_2_1_2_0_1_2_
247,3018,4013,sol_8_0_2_1_2_2_2_2_0_1_0_
236,2347,2934,sol_4_1_1_1_2_2_2_2_0_0_1_
386,1900,2370,sol_2_1_1_1_2_2_1_2_0_1_1_
578,2913,4489,sol_8_1_1_1_1_2_2_2_0_0_0_
578,1398,1678,sol_2_1_1_2_1_1_1_2_0_0_0_
59,3516,4626,sol_16_0_2_2_1_2_1_1_0_0_0_
386,1861,2208,sol_1_1_1_2_1_2_1_2_0_1_1_
195,1561,1924,sol_1_1_2_1_2_1_1_1_0_1_0_
247,2960,3949,sol_8_0_1_2_2_2_1_2_0_1_0_
195,1562,1915,sol_1_1_1_1_2_2_1_1_0_0_1_
236,1772,2074,sol_1_1_1_2_1_1_2_1_0_1_0_
205,1526,1974,sol_4_0_2_1_1_2_1_1_0_0_0_
384,4661,6380,sol_16_0_1_1_2_1_2_2_0_1_1_
58,5012,6209,sol_16_1_2_2_1_1_1_2_0_1_2_
625,2047,2511,sol_1_0_2_1_1_2_2_2_0_1_1_
561,1847,2246,sol_1_0_1_2_1_1_2_2_0_1_0_
59,3516,4626,sol_16_1_2_1_2_2_1_1_0_0_0_
561,1701,2122,sol_1_0_2_1_2_1_2_1_0_1_0_
576,4231,6408,sol_16_0_1_1_2_1_1_2_0_0_0_
234,4446,5844,sol_16_0_1_2_2_2_1_2_0_1_0_
194,2752,3475,sol_4_1_1_2_2_2_2_1_0_1_2_
195,2110,2713,sol_4_1_1_2_1_2_1_1_0_0_1_
394,3946,5680,sol_16_0_1_1_1_1_2_1_0_0_0_
235,4672,6095,sol_16_1_1_1_1_2_1_2_0_0_1_
199,2246,3090,sol_8_0_2_2_2_2_1_1_0_0_0_
386,1900,2370,sol_2_1_1_2_2_2_1_2_0_1_1_
391,3434,4986,sol_8_0_1_2_1_1_2_1_0_1_1_
234,4343,5813,sol_16_1_2_2_1_1_2_1_0_1_0_
236,1951,2283,sol_2_1_2_1_1_2_1_2_0_1_0_
579,3103,4622,sol_8_0_2_2_1_1_2_2_0_0_0_
217,1731,2142,sol_2_0_2_1_2_1_1_1_0_1_0_
196,2248,3092,sol_8_1_1_1_2_2_1_1_0_0_0_
236,2129,2474,sol_2_1_1_1_1_1_2_2_0_1_0_
235,4569,6064,sol_16_0_1_1_1_1_2_1_0_0_1_
576,4231,6408,sol_16_0_2_2_2_2_1_2_0_0_0_
581,2132,2874,sol_4_0_1_1_1_2_2_2_0_0_0_
236,2281,2870,sol_4_1_1_1_2_2_1_2_0_0_1_
233,3597,4658,sol_8_0_2_2_1_1_1_2_0_1_2_
269,2312,2918,sol_4_0_2_2_2_2_2_2_0_1_0_
561,1701,2122,sol_1_0_1_1_2_2_2_1_0_1_0_
196,2248,3092,sol_8_1_1_2_2_1_1_1_0_0_0_
236,3057,3993,sol_8_1_2_1_1_1_1_2_0_0_1_
217,2660,3408,sol_4_0_2_2_2_1_1_1_0_1_2_
545,1846,2238,sol_1_0_2_2_2_1_2_2_0_0_1_
225,1560,1910,sol_1_0_2_1_2_2_1_1_0_1_1_
386,2061,2533,sol_2_1_2_2_1_2_2_2_0_1_1_
58,4258,5447,sol_16_1_1_1_1_1_1_1_0_1_1_
579,3103,4622,sol_8_0_1_1_1_1_2_2_0_0_0_
213,3594,4710,sol_8_0_1_1_1_2_1_2_0_1_2_
625,2046,2510,sol_1_0_1_1_2_2_2_2_0_1_1_
58,4136,5407,sol_16_0_2_2_2_1_1_1_0_1_0_
585,1370,1669,sol_2_0_1_1_2_2_1_2_0_0_0_
225,1560,1910,sol_1_0_2_2_2_1_1_1_0_1_1_
578,2913,4489,sol_8_1_2_1_1_2_2_2_0_0_0_
196,1184,1420,sol_2_1_2_2_1_2_1_1_0_0_0_
625,1382,1590,sol_1_0_2_2_2_2_1_2_0_0_0_
394,3946,5680,sol_16_0_1_1_2_2_2_1_0_0_0_
225,1821,2258,sol_2_0_2_2_2_2_2_1_0_1_1_
561,1847,2245,sol_1_0_1_1_2_1_2_2_0_1_0_
217,1731,2142,sol_2_0_1_2_1_1_1_1_0_1_0_
391,4100,5746,sol_8_0_1_1_1_1_2_2_0_1_2_
247,3018,4013,sol_8_0_1_1_2_2_2_2_0_1_0_
236,3256,4562,sol_8_1_1_2_1_1_2_2_0_1_0_
563,3638,5297,sol_8_0_1_2_1_1_2_2_0_1_1_
247,2933,3885,sol_8_0_2_1_2_1_2_1_0_1_0_
225,2250,2733,sol_1_0_2_1_1_1_1_2_0_1_2_
196,2248,3092,sol_8_1_2_1_2_1_1_1_0_0_0_
389,2265,2908,sol_4_0_1_2_1_2_1_2_0_1_1_
196,1528,1981,sol_4_1_2_2_2_1_1_1_0_0_0_
236,2976,3900,sol_8_1_2_2_1_1_1_2_0_1_0_
194,1734,2177,sol_2_1_2_2_2_2_1_1_0_1_1_
269,2282,2897,sol_4_0_2_1_1_2_1_2_0_0_1_
209,4488,5947,sol_16_1_2_2_2_1_2_1_0_1_1_
236,2336,3084,sol_4_1_1_2_1_1_2_1_0_1_0_
66,4217,5543,sol_16_0_2_1_2_1_1_1_0_0_1_
457,2509,3187,sol_2_0_2_2_1_1_2_1_0_1_2_
384,4670,6449,sol_16_0_1_1_1_1_1_2_0_1_1_
386,2061,2519,sol_2_1_2_1_1_1_2_2_0_1_1_
195,2894,3879,sol_8_1_2_1_2_1_1_1_0_0_1_
58,4258,5447,sol_16_1_2_1_1_2_1_1_0_1_1_
349,2410,3002,sol_4_0_1_1_2_1_2_2_0_0_1_
195,1562,1915,sol_1_1_1_1_1_2_1_1_0_0_1_
195,2077,2681,sol_4_1_1_1_1_2_1_1_0_1_0_
233,3676,4722,sol_8_0_2_1_2_1_2_2_0_1_2_
236,1880,2219,sol_2_1_2_2_2_1_2_1_0_1_0_
194,3633,4773,sol_8_1_1_1_2_2_2_2_0_1_2_
194,3171,4463,sol_8_1_1_2_1_1_2_1_0_1_1_
58,5012,6209,sol_16_1_1_1_2_1_1_2_0_1_2_
194,3620,4672,sol_8_1_1_2_2_1_2_2_0_1_2_
194,3576,4709,sol_8_1_1_2_1_2_1_2_0_1_2_
386,3429,4789,sol_8_1_2_1_1_2_2_2_0_1_1_
58,5012,6209,sol_16_1_1_2_2_1_1_2_0_1_2_
194,3442,4581,sol_8_1_1_1_2_2_1_1_0_1_2_
387,3037,4167,sol_8_0_1_1_1_2_1_2_0_1_1_
194,2988,3945,sol_8_1_2_2_2_1_2_1_0_1_1_
393,1968,2423,sol_2_0_2_2_2_2_2_2_0_1_1_
576,4334,6439,sol_16_1_1_1_2_2_2_2_0_0_0_
236,3256,4562,sol_8_1_1_1_1_1_2_2_0_1_0_
205,2108,2705,sol_4_0_2_2_1_2_1_1_0_0_1_
225,1750,2194,sol_2_0_2_1_1_1_1_1_0_1_1_
401,1712,2041,sol_1_0_1_1_2_1_1_2_0_0_1_
213,2900,3882,sol_8_0_1_2_2_2_1_1_0_1_1_
217,2873,3600,sol_4_0_1_1_2_2_2_2_0_1_2_
429,1938,2666,sol_4_0_1_1_1_2_2_1_0_0_0_
581,2110,2842,sol_4_0_1_2_1_1_2_2_0_0_0_
457,1961,2487,sol_2_0_1_1_1_1_2_1_0_1_1_
196,2248,3092,sol_8_1_1_1_1_1_1_1_0_0_0_
194,2895,3743,sol_4_1_1_2_1_1_2_1_0_1_2_
561,1701,2123,sol_1_0_2_2_1_1_2_1_0_1_0_
581,2110,2842,sol_4_0_2_2_1_1_2_2_0_0_0_
196,1528,1981,sol_4_1_2_2_2_2_1_1_0_0_0_
225,2298,2894,sol_2_0_1_2_2_2_1_1_0_1_2_
561,1152,1389,sol_1_0_1_2_2_2_2_1_0_0_0_
386,2268,2919,sol_4_1_1_1_2_2_1_2_0_1_1_
225,2440,3022,sol_2_0_1_1_2_2_1_2_0_1_2_
236,2219,2757,sol_4_1_2_1_2_2_2_1_0_1_0_
247,3089,4056,sol_8_0_1_2_1_2_1_2_0_0_1_
234,4549,5875,sol_16_0_1_2_1_1_2_2_0_1_0_
394,3946,5680,sol_16_0_1_2_2_2_2_1_0_0_0_
195,2511,3061,sol_1_1_2_1_1_2_2_2_0_1_2_
457,1961,2487,sol_2_0_1_2_1_2_2_1_0_1_1_
199,2892,3873,sol_8_0_2_2_2_2_1_1_0_0_1_
578,2598,3821,sol_8_1_1_1_2_2_1_2_0_0_0_
384,4670,6449,sol_16_1_1_2_2_1_1_2_0_1_1_
457,2106,2613,sol_2_0_1_2_1_2_2_2_0_0_1_
236,3271,4630,sol_8_1_2_1_1_2_2_2_0_1_0_
578,1790,2361,sol_4_1_1_1_1_1_1_2_0_0_0_
561,1701,2123,sol_1_0_2_1_1_1_2_1_0_1_0_
407,3620,5155,sol_8_0_2_2_1_2_2_2_0_1_0_
205,1526,1974,sol_4_0_1_2_1_2_1_1_0_0_0_
213,2077,2672,sol_4_0_1_1_1_2_1_1_0_1_0_
196,2248,3092,sol_8_1_1_1_1_2_1_1_0_0_0_
236,2499,3181,sol_4_1_1_2_1_1_2_2_0_0_1_
236,1738,2050,sol_1_1_2_1_2_1_1_2_0_0_1_
58,4258,5447,sol_16_0_1_1_2_1_1_1_0_1_1_
384,4670,6449,sol_16_1_2_1_1_1_1_2_0_1_1_
209,5242,6709,sol_16_1_1_2_2_1_2_2_0_1_2_
236,3137,4057,sol_8_1_2_1_2_1_2_2_0_0_1_
195,1734,2145,sol_2_1_2_1_2_1_1_1_0_0_1_
194,1666,2086,sol_1_1_2_1_2_2_2_1_0_1_1_
236,3271,4630,sol_8_1_2_2_1_2_2_2_0_1_0_
196,1012,1221,sol_1_1_1_1_1_2_1_1_0_0_0_
576,4334,6439,sol_16_0_2_1_1_1_2_2_0_0_0_
581,2132,2874,sol_4_0_2_1_1_2_2_2_0_0_0_
585,1431,1698,sol_2_0_1_2_1_1_1_2_0_0_0_
58,4258,5447,sol_16_0_1_1_1_1_1_1_0_1_1_
194,3719,5163,sol_8_1_1_2_1_1_2_1_0_1_2_
236,1772,2073,sol_1_1_1_2_2_1_2_1_0_1_0_
217,1731,2142,sol_2_0_2_1_1_1_1_1_0_1_0_
386,2293,2917,sol_4_1_1_2_2_1_1_2_0_1_1_
58,5012,6209,sol_16_0_2_2_1_1_1_2_0_1_2_
217,1732,2135,sol_2_0_2_1_2_1_1_1_0_0_1_
234,4549,5875,sol_16_1_1_1_1_1_2_2_0_1_0_
413,2614,3409,sol_4_0_2_1_1_1_2_2_0_0_1_
386,2339,2983,sol_4_1_1_2_2_2_2_2_0_1_1_
401,1719,2048,sol_1_0_1_1_2_1_1_2_0_1_0_
234,4549,5875,sol_16_0_1_1_2_2_2_2_0_1_0_
205,2108,2705,sol_4_0_1_1_2_1_1_1_0_0_1_
194,3542,4608,sol_8_1_1_1_1_1_1_2_0_1_2_
384,4670,6449,sol_16_0_1_2_1_2_1_2_0_1_1_
287,3121,4116,sol_8_0_1_1_1_1_1_2_0_0_1_
386,1861,2208,sol_1_1_1_1_1_2_1_2_0_1_1_
217,2112,2708,sol_4_0_2_2_1_2_1_1_0_1_1_
194,2110,2711,sol_4_1_2_2_1_1_1_1_0_1_1_
194,2356,2910,sol_1_1_1_1_1_1_2_2_0_1_2_
379,1383,1724,sol_2_1_2_1_1_1_2_1_0_0_0_
213,2900,3882,sol_8_0_1_1_2_2_1_1_0_1_1_
195,2894,3879,sol_8_1_1_2_1_1_1_1_0_0_1_
234,4446,5844,sol_16_0_2_2_2_2_1_2_0_1_0_
236,2951,3955,sol_8_1_2_1_2_2_1_2_0_1_0_
209,5242,6709,sol_16_0_1_2_2_2_2_2_0_1_2_
236,3264,4631,sol_8_1_2_2_1_2_2_2_0_0_1_
195,2407,2892,sol_1_1_2_1_1_2_1_2_0_1_2_
194,2528,3085,sol_2_1_1_2_2_1_2_2_0_1_2_
609,1931,2289,sol_1_0_1_2_2_2_1_2_0_1_1_
235,4569,6064,sol_16_0_1_1_2_2_2_1_0_0_1_
386,1971,2434,sol_2_1_2_2_2_2_2_2_0_1_1_
269,2188,2790,sol_4_0_2_2_2_1_2_1_0_1_0_
66,4217,5543,sol_16_1_1_2_2_1_1_1_0_0_1_
236,2129,2488,sol_2_1_2_2_1_2_2_2_0_1_0_
457,1961,2487,sol_2_0_2_1_1_1_2_1_0_1_1_
194,2110,2619,sol_1_1_2_2_1_2_1_1_0_1_2_
236,1772,2074,sol_1_1_2_1_1_2_2_1_0_1_0_
576,4334,6439,sol_16_1_1_1_1_2_2_2_0_0_0_
581,1833,2434,sol_4_0_1_2_2_2_2_2_0_0_0_
389,2318,2928,sol_4_0_2_1_2_1_1_2_0_1_1_
394,3946,5680,sol_16_1_2_2_1_2_2_1_0_0_0_
236,1772,2073,sol_1_1_1_2_2_2_2_1_0_1_0_
236,3271,4630,sol_8_1_1_1_1_2_2_2_0_1_0_
194,2528,3085,sol_2_1_2_2_2_1_2_2_0_1_2_
393,2013,2459,sol_2_0_1_1_2_1_2_2_0_1_1_
473,1285,1556,sol_2_0_1_2_2_2_2_1_0_0_0_
247,3123,4120,sol_8_0_1_2_2_2_2_2_0_0_1_
241,1560,1913,sol_1_0_2_2_2_1_1_1_0_0_1_
236,1915,2361,sol_2_1_1_1_1_1_2_1_0_0_1_
379,1815,2515,sol_4_1_2_1_1_1_2_1_0_0_0_
389,2336,2972,sol_4_0_1_1_2_2_2_2_0_1_1_
593,1300,1522,sol_1_0_2_2_2_1_2_2_0_0_0_
217,2660,3408,sol_4_0_2_1_2_1_1_1_0_1_2_
225,2250,2733,sol_1_0_1_2_1_1_1_2_0_1_2_
199,2892,3873,sol_8_0_2_1_2_2_1_1_0_0_1_
545,1846,2238,sol_1_0_1_1_2_1_2_2_0_0_1_
195,2511,3061,sol_1_1_1_2_1_2_2_2_0_1_2_
194,2894,3881,sol_8_1_1_2_2_2_1_1_0_1_1_
579,2598,3812,sol_8_0_1_1_2_2_1_2_0_0_0_
234,4446,5844,sol_16_1_1_1_2_1_1_2_0_1_0_
585,1431,1698,sol_2_0_2_1_2_1_1_2_0_0_0_
394,3946,5680,sol_16_1_2_1_1_1_2_1_0_0_0_
195,1733,2152,sol_2_1_2_2_2_1_1_1_0_1_0_
194,2894,3881,sol_8_1_2_1_2_2_1_1_0_1_1_
194,2988,3945,sol_8_1_2_1_2_1_2_1_0_1_1_
236,2281,2870,sol_4_1_1_1_1_2_1_2_0_0_1_
225,1750,2194,sol_2_0_2_1_2_2_1_1_0_1_1_
58,4258,5447,sol_16_0_1_1_1_2_1_1_0_1_1_
236,2022,2347,sol_2_1_2_2_2_2_2_2_0_1_0_
545,1701,2148,sol_1_0_1_1_1_1_2_1_0_1_1_
473,2109,2625,sol_2_0_2_1_1_2_2_2_0_1_0_
401,1719,2048,sol_1_0_1_2_2_1_1_2_0_1_0_
247,3089,4056,sol_8_0_2_2_1_2_1_2_0_0_1_
195,1561,1924,sol_1_1_2_2_1_2_1_1_0_1_0_
213,3009,3946,sol_8_0_1_2_2_1_2_1_0_1_1_
195,2407,2892,sol_1_1_1_2_1_2_1_2_0_1_2_
196,1184,1420,sol_2_1_2_2_2_1_1_1_0_0_0_
235,4569,6064,sol_16_0_2_1_2_2_2_1_0_0_1_
576,4334,6439,sol_16_1_1_1_1_1_2_2_0_0_0_
196,1528,1981,sol_4_1_2_1_1_2_1_1_0_0_0_
58,4258,5447,sol_16_1_1_1_2_1_1_1_0_1_1_
387,3058,4153,sol_8_0_2_2_2_1_1_2_0_1_1_
236,2057,2475,sol_2_1_2_2_1_1_2_2_0_0_1_
58,4136,5407,sol_16_0_2_1_1_1_1_1_0_1_0_
225,2108,2610,sol_1_0_1_2_1_1_1_1_0_1_2_
313,1831,2273,sol_2_0_2_1_2_2_2_1_0_0_1_
194,2110,2711,sol_4_1_2_1_2_2_1_1_0_1_1_
561,1701,2123,sol_1_0_1_2_1_1_2_1_0_1_0_
578,1861,2425,sol_4_1_2_1_2_1_2_2_0_0_0_
625,1932,2292,sol_1_0_1_2_2_2_1_2_0_0_1_
225,1750,2194,sol_2_0_1_2_2_2_1_1_0_1_1_
386,1996,2451,sol_2_1_2_1_2_1_2_2_0_1_1_
213,3557,4646,sol_8_0_2_2_2_2_2_1_0_1_2_
235,4569,6064,sol_16_0_2_1_2_1_2_1_0_0_1_
235,4775,6126,sol_16_1_1_1_1_2_2_2_0_0_1_
389,2386,2992,sol_4_0_2_2_2_1_2_2_0_1_1_
236,3080,4082,sol_8_1_2_1_1_2_1_2_0_0_1_
194,1734,2177,sol_2_1_2_1_2_2_1_1_0_1_1_
236,2336,3084,sol_4_1_2_2_1_1_2_1_0_1_0_
473,2021,2478,sol_2_0_1_2_2_1_2_2_0_0_1_
563,3692,5365,sol_8_0_2_1_1_2_2_2_0_1_1_
384,4670,6449,sol_16_1_2_2_2_2_1_2_0_1_1_
59,3516,4626,sol_16_1_2_1_1_1_1_1_0_0_0_
384,4661,6380,sol_16_1_1_1_2_1_2_2_0_1_1_
236,2324,2802,sol_4_1_2_2_2_1_1_2_0_1_0_
393,1963,2353,sol_2_0_1_2_2_1_1_2_0_1_0_
234,4446,5844,sol_16_0_2_1_1_1_1_2_0_1_0_
386,3409,4721,sol_8_1_2_2_1_1_2_2_0_1_1_
213,3639,4774,sol_8_0_2_1_2_2_2_2_0_1_2_
578,1281,1510,sol_1_1_1_2_2_1_2_2_0_0_0_
236,2277,2830,sol_4_1_2_2_1_1_1_2_0_0_1_
195,1561,1924,sol_1_1_2_2_2_1_1_1_0_1_0_
213,2077,2672,sol_4_0_1_2_2_2_1_1_0_1_0_
234,4343,5813,sol_16_1_2_1_2_2_2_1_0_1_0_
225,1560,1910,sol_1_0_1_1_2_1_1_1_0_1_1_
195,2407,2892,sol_1_1_2_2_1_2_1_2_0_1_2_
247,2933,3885,sol_8_0_1_2_2_1_2_1_0_1_0_
457,2106,2613,sol_2_0_2_2_1_2_2_2_0_0_1_
401,1712,2041,sol_1_0_1_2_1_1_1_2_0_0_1_
217,2749,3472,sol_4_0_2_1_2_1_2_1_0_1_2_
225,1750,2194,sol_2_0_2_2_2_1_1_1_0_1_1_
236,2348,2894,sol_4_1_2_1_2_1_2_2_0_0_1_
269,2188,2790,sol_4_0_2_1_2_2_2_1_0_1_0_
236,1880,2219,sol_2_1_1_1_2_2_2_1_0_1_0_
195,2077,2681,sol_4_1_2_1_1_2_1_1_0_1_0_
194,2872,3561,sol_4_1_1_1_2_1_2_2_0_1_2_
393,1968,2423,sol_2_0_2_1_2_2_2_2_0_1_1_
236,1777,2056,sol_1_1_1_2_2_1_1_2_0_1_0_
195,2110,2713,sol_4_1_2_2_2_1_1_1_0_0_1_
58,4806,6147,sol_16_0_2_1_2_1_1_1_0_1_2_
561,1152,1390,sol_1_0_2_1_1_1_2_1_0_0_0_
58,5012,6209,sol_16_0_2_2_1_2_1_2_0_1_2_
213,2077,2672,sol_4_0_2_1_2_1_1_1_0_1_0_
236,2370,2885,sol_4_1_2_1_2_2_2_2_0_1_0_
234,4446,5844,sol_16_1_2_2_2_1_1_2_0_1_0_
61,4260,5439,sol_16_1_2_2_1_1_2_1_0_1_1_
194,2252,2742,sol_1_1_2_1_2_1_1_2_0_1_2_
578,1398,1678,sol_2_1_1_1_1_1_1_2_0_0_0_
213,2077,2672,sol_4_0_2_2_2_1_1_1_0_1_0_
59,3516,4626,sol_16_0_2_1_1_2_1_1_0_0_0_
379,1383,1724,sol_2_1_1_1_1_2_2_1_0_0_0_
236,1987,2360,sol_2_1_2_2_1_1_2_1_0_1_0_
194,2895,3743,sol_4_1_2_2_1_2_2_1_0_1_2_
194,3442,4581,sol_8_1_2_2_1_2_1_1_0_1_2_
58,4806,6147,sol_16_1_1_2_2_2_1_1_0_1_2_
205,1526,1974,sol_4_0_1_2_2_2_1_1_0_0_0_
561,1152,1390,sol_1_0_2_1_1_2_2_1_0_0_0_
236,1738,2050,sol_1_1_1_1_2_1_1_2_0_0_1_
457,2651,3301,sol_2_0_2_2_1_1_2_2_0_1_2_
194,2577,3191,sol_2_1_1_2_1_2_2_2_0_1_2_
576,4231,6408,sol_16_0_2_2_2_1_1_2_0_0_0_
236,1914,2197,sol_1_1_1_2_1_1_2_2_0_1_0_
391,3605,5112,sol_8_0_2_2_1_2_2_2_0_0_1_
379,1159,1347,sol_1_1_2_2_2_2_2_1_0_0_0_
387,3058,4153,sol_8_0_2_1_1_1_1_2_0_1_1_
225,2369,2958,sol_2_0_2_1_2_1_2_1_0_1_2_
236,1738,2050,sol_1_1_2_2_1_1_1_2_0_0_1_
236,2499,3181,sol_4_1_2_1_1_1_2_2_0_0_1_
236,1897,2292,sol_2_1_2_1_1_1_1_2_0_0_1_
545,1846,2239,sol_1_0_1_1_1_1_2_2_0_0_1_
194,2658,3411,sol_4_1_2_1_2_1_1_1_0_1_2_
194,2752,3475,sol_4_1_1_1_2_1_2_1_0_1_2_
457,2651,3301,sol_2_0_2_1_1_1_2_2_0_1_2_
313,1893,2316,sol_2_0_1_2_2_2_1_2_0_1_0_
236,3057,3993,sol_8_1_1_2_2_1_1_2_0_0_1_
577,1849,2270,sol_1_0_1_1_1_1_2_2_0_1_1_
579,2683,3848,sol_8_0_2_1_2_1_2_2_0_0_0_
236,1700,2066,sol_1_1_2_1_2_1_2_1_0_0_1_
237,1971,2198,sol_1_1_2_2_1_2_1_2_0_1_0_
209,5036,6647,sol_16_0_1_2_2_2_2_1_0_1_2_
58,5012,6209,sol_16_1_1_1_2_2_1_2_0_1_2_
234,4446,5844,sol_16_1_1_2_2_1_1_2_0_1_0_
578,1836,2443,sol_4_1_2_1_2_2_2_2_0_0_0_
217,2749,3472,sol_4_0_1_2_2_2_2_1_0_1_2_
196,1184,1420,sol_2_1_2_1_1_1_1_1_0_0_0_
61,4260,5439,sol_16_1_1_1_1_2_2_1_0_1_1_
194,2110,2711,sol_4_1_2_1_1_2_1_1_0_1_1_
225,2298,2894,sol_2_0_1_1_1_1_1_1_0_1_2_
236,2329,3085,sol_4_1_2_2_1_1_2_1_0_0_1_
413,2481,3283,sol_4_0_1_2_1_1_2_1_0_1_1_
236,2468,3212,sol_4_1_2_2_1_2_2_2_0_1_0_
257,2853,3572,sol_4_0_1_1_2_1_1_2_0_1_2_
59,3516,4626,sol_16_0_2_1_2_1_1_1_0_0_0_
578,1177,1399,sol_1_1_1_2_1_1_1_2_0_0_0_
236,3154,4502,sol_8_1_1_2_1_2_2_1_0_1_0_
225,2369,2958,sol_2_0_1_1_2_2_2_1_0_1_2_
429,1671,2176,sol_4_0_1_2_2_1_2_1_0_0_0_
384,4725,6436,sol_16_0_1_1_1_2_2_2_0_1_1_
585,1431,1698,sol_2_0_1_2_2_1_1_2_0_0_0_
473,2021,2478,sol_2_0_2_1_2_1_2_2_0_0_1_
194,2356,2909,sol_1_1_2_1_2_1_2_2_0_1_2_
194,2214,2786,sol_1_1_2_2_2_2_2_1_0_1_2_
209,4488,5947,sol_16_1_2_1_2_2_2_1_0_1_1_
195,2894,3879,sol_8_1_2_1_1_1_1_1_0_0_1_
194,2110,2619,sol_1_1_1_1_1_2_1_1_0_1_2_
233,3676,4722,sol_8_0_1_2_2_1_2_2_0_1_2_
576,4231,6408,sol_16_1_1_1_1_2_1_2_0_0_0_
401,1713,2042,sol_1_0_1_1_2_1_1_2_0_1_1_
269,2229,2833,sol_4_0_1_2_2_1_2_1_0_0_1_
309,2316,2878,sol_4_0_2_2_1_1_1_2_0_1_0_
581,2110,2842,sol_4_0_1_1_1_1_2_2_0_0_0_
585,1441,1733,sol_2_0_1_1_2_2_2_2_0_0_0_
194,1805,2241,sol_2_1_2_2_2_2_2_1_0_1_1_
386,2527,3250,sol_4_1_1_2_1_2_2_2_0_1_1_
576,4334,6439,sol_16_1_1_2_2_1_2_2_0_0_0_
394,3946,5680,sol_16_0_1_2_2_1_2_1_0_0_0_
413,3029,3983,sol_4_0_1_1_1_1_2_1_0_1_2_
58,4136,5407,sol_16_1_1_2_1_2_1_1_0_1_0_
313,1902,2337,sol_2_0_1_2_2_2_1_2_0_0_1_
576,4231,6408,sol_16_0_2_2_1_1_1_2_0_0_0_
236,1968,2356,sol_2_1_2_1_2_1_2_2_0_0_1_
236,1772,2073,sol_1_1_1_1_2_1_2_1_0_1_0_
195,1562,1915,sol_1_1_1_2_1_2_1_1_0_0_1_
194,3442,4581,sol_8_1_1_1_1_2_1_1_0_1_2_
209,5036,6647,sol_16_1_1_2_2_1_2_1_0_1_2_
194,2282,2877,sol_2_1_2_1_1_1_1_1_0_1_2_
585,1486,1762,sol_2_0_1_2_2_1_2_2_0_0_0_
394,3946,5680,sol_16_0_2_2_2_2_2_1_0_0_0_
386,2527,3250,sol_4_1_1_1_1_2_2_2_0_1_1_
545,1846,2238,sol_1_0_1_2_2_1_2_2_0_0_1_
236,1772,2074,sol_1_1_1_2_1_2_2_1_0_1_0_
194,2988,3945,sol_8_1_1_2_2_1_2_1_0_1_1_
236,2219,2757,sol_4_1_1_1_2_2_2_1_0_1_0_
241,1010,1218,sol_1_0_2_1_2_1_1_1_0_0_0_
61,4260,5439,sol_16_1_1_2_1_1_2_1_0_1_1_
394,3946,5680,sol_16_1_2_2_1_1_2_1_0_0_0_
225,2298,2894,sol_2_0_2_1_2_2_1_1_0_1_2_
